X..Gene.Family	test_data_Abundance.RPKs
UniRef90_C7G6X4|g__Roseburia.s__Roseburia_intestinalis	17.9139427374
UniRef90_C7G6X7	245.4545454545
UniRef90_C7G6X7|g__Roseburia.s__Roseburia_intestinalis	245.4545454545
UniRef90_C7G6X9	125.7622546698
UniRef90_C7G6X9|g__Roseburia.s__Roseburia_intestinalis	125.7622546698
UniRef90_C7G700	161.8793798199
UniRef90_C7G700|g__Roseburia.s__Roseburia_intestinalis	161.8793798199
UniRef90_C7G702	160.7882927851
UniRef90_C7G702|g__Roseburia.s__Roseburia_intestinalis	160.7882927851
UniRef90_C7G710	190.3410493930
UniRef90_C7G710|g__Roseburia.s__Roseburia_intestinalis	190.3410493930
UniRef90_C7G717	165.4310209571
UniRef90_C7G717|g__Roseburia.s__Roseburia_intestinalis	165.4310209571
UniRef90_C7G733	214.5907972323
UniRef90_C7G733|g__Roseburia.s__Roseburia_intestinalis	214.5907972323
UniRef90_C7G734	279.3165084963
UniRef90_C7G734|g__Roseburia.s__Roseburia_intestinalis	279.3165084963
UniRef90_C7G737	178.2014887126
UniRef90_C7G737|g__Roseburia.s__Roseburia_intestinalis	178.2014887126
UniRef90_C7G744	170.2516614959
UniRef90_C7G744|g__Roseburia.s__Roseburia_intestinalis	170.2516614959
UniRef90_C7G750	180.5603355780
UniRef90_C7G750|g__Roseburia.s__Roseburia_intestinalis	180.5603355780
UniRef90_C7G754	35.7142857143
UniRef90_C7G754|g__Roseburia.s__Roseburia_intestinalis	35.7142857143
UniRef90_C7G755	183.2323301843
UniRef90_C7G755|g__Roseburia.s__Roseburia_intestinalis	183.2323301843
UniRef90_C7G759	195.0778104057
UniRef90_C7G759|g__Roseburia.s__Roseburia_intestinalis	195.0778104057
UniRef90_C7G780	133.8693588763
UniRef90_C7G780|g__Roseburia.s__Roseburia_intestinalis	133.8693588763
UniRef90_C7G784	1491.0347822113
UniRef90_C7G784|g__Roseburia.s__Roseburia_intestinalis	1491.0347822113
UniRef90_C7G786	0
UniRef90_C7G786|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_C7G797	80.6687954184
UniRef90_C7G797|g__Roseburia.s__Roseburia_intestinalis	80.6687954184
UniRef90_C7G7A6	187.9854273913
UniRef90_C7G7A6|g__Roseburia.s__Roseburia_intestinalis	187.9854273913
UniRef90_C7G7C2	204.8455087898
UniRef90_C7G7C2|g__Roseburia.s__Roseburia_intestinalis	204.8455087898
UniRef90_C7G7D0	192.0030855819
UniRef90_C7G7D0|g__Roseburia.s__Roseburia_intestinalis	192.0030855819
UniRef90_C7G7E5	175.8978332978
UniRef90_C7G7E5|g__Roseburia.s__Roseburia_intestinalis	175.8978332978
UniRef90_C7G7F9	101.6837306499
UniRef90_C7G7F9|g__Roseburia.s__Roseburia_intestinalis	101.6837306499
UniRef90_C7G7G0	239.8879625751
UniRef90_C7G7G0|g__Roseburia.s__Roseburia_intestinalis	239.8879625751
UniRef90_C7G7H0	160.4253257898
UniRef90_C7G7H0|g__Roseburia.s__Roseburia_intestinalis	160.4253257898
UniRef90_C7G7J4	391.5136531596
UniRef90_C7G7J4|g__Roseburia.s__Roseburia_intestinalis	391.5136531596
UniRef90_C7G7K4	170.7532363942
UniRef90_C7G7K4|g__Roseburia.s__Roseburia_intestinalis	170.7532363942
UniRef90_C7G7K6	193.2699834280
UniRef90_C7G7K6|g__Roseburia.s__Roseburia_intestinalis	193.2699834280
UniRef90_C7G7K7	102.1333131213
UniRef90_C7G7K7|g__Roseburia.s__Roseburia_intestinalis	102.1333131213
UniRef90_C7G7K8	144.3339760516
UniRef90_C7G7K8|g__Roseburia.s__Roseburia_intestinalis	144.3339760516
UniRef90_C7G7M8	96.4058365388
UniRef90_C7G7M8|g__Roseburia.s__Roseburia_intestinalis	96.4058365388
UniRef90_C7G7N0	88.7129482447
UniRef90_C7G7N0|g__Roseburia.s__Roseburia_intestinalis	88.7129482447
UniRef90_C7G7N1	43.7363039672
UniRef90_C7G7N1|g__Roseburia.s__Roseburia_intestinalis	43.7363039672
UniRef90_C7G7N2	187.7591564301
UniRef90_C7G7N2|g__Roseburia.s__Roseburia_intestinalis	187.7591564301
UniRef90_C7G7N3	148.8274038391
UniRef90_C7G7N3|g__Roseburia.s__Roseburia_intestinalis	148.8274038391
UniRef90_C7G7P8	171.6253729029
UniRef90_C7G7P8|g__Roseburia.s__Roseburia_intestinalis	171.6253729029
UniRef90_C7G7Q4	206.2063176415
UniRef90_C7G7Q4|g__Roseburia.s__Roseburia_intestinalis	206.2063176415
UniRef90_C7G7Q5	151.4865128011
UniRef90_C7G7Q5|g__Roseburia.s__Roseburia_intestinalis	151.4865128011
UniRef90_C7G7R2	151.0406869084
UniRef90_C7G7R2|g__Roseburia.s__Roseburia_intestinalis	151.0406869084
UniRef90_C7G7R7	74.8198618751
UniRef90_C7G7R7|g__Roseburia.s__Roseburia_intestinalis	74.8198618751
UniRef90_C7G7R9	117.2788128929
UniRef90_C7G7R9|g__Roseburia.s__Roseburia_intestinalis	117.2788128929
UniRef90_C7G7T5	202.8108358973
UniRef90_C7G7T5|g__Roseburia.s__Roseburia_intestinalis	202.8108358973
UniRef90_C7G7T8	311.1111111111
UniRef90_C7G7T8|g__Roseburia.s__Roseburia_intestinalis	311.1111111111
UniRef90_C7G7V2	181.1248471234
UniRef90_C7G7V2|g__Roseburia.s__Roseburia_intestinalis	181.1248471234
UniRef90_C7G7V6	36.4340750452
UniRef90_C7G7V6|g__Roseburia.s__Roseburia_intestinalis	36.4340750452
UniRef90_C7G7V6|unclassified	0
UniRef90_C7G7W8	86.3321142733
UniRef90_C7G7W8|g__Roseburia.s__Roseburia_intestinalis	86.3321142733
UniRef90_C7G7X7	135.1793646693
UniRef90_C7G7X7|unclassified	135.1793646693
UniRef90_C7G7Y3	2261.9056667970
UniRef90_C7G7Y3|g__Roseburia.s__Roseburia_intestinalis	2261.9056667970
UniRef90_C7G7Y9	268.7062740108
UniRef90_C7G7Y9|g__Roseburia.s__Roseburia_intestinalis	268.7062740108
UniRef90_C7G7Z1	83.6779340168
UniRef90_C7G7Z1|g__Roseburia.s__Roseburia_intestinalis	83.6779340168
UniRef90_C7G806	1919.3559293463
UniRef90_C7G806|g__Roseburia.s__Roseburia_intestinalis	1913.9211467376
UniRef90_C7G806|unclassified	5.4347826087
UniRef90_C7G816	184.1467129021
UniRef90_C7G816|g__Roseburia.s__Roseburia_intestinalis	184.1467129021
UniRef90_C7G825	41.8272872914
UniRef90_C7G825|g__Roseburia.s__Roseburia_intestinalis	41.8272872914
UniRef90_C7G846	179.5924809915
UniRef90_C7G846|g__Roseburia.s__Roseburia_intestinalis	179.5924809915
UniRef90_C7G848	171.7305297187
UniRef90_C7G848|g__Roseburia.s__Roseburia_intestinalis	171.7305297187
UniRef90_C7G849	231.2391021214
UniRef90_C7G849|g__Roseburia.s__Roseburia_intestinalis	231.2391021214
UniRef90_C7G853	190.8032832402
UniRef90_C7G853|g__Roseburia.s__Roseburia_intestinalis	190.8032832402
UniRef90_C7G856	190.7770888985
UniRef90_C7G856|g__Roseburia.s__Roseburia_intestinalis	190.7770888985
UniRef90_C7G867	198.7786482141
UniRef90_C7G867|g__Roseburia.s__Roseburia_intestinalis	198.7786482141
UniRef90_C7G868	145.5066360976
UniRef90_C7G868|g__Roseburia.s__Roseburia_intestinalis	145.5066360976
UniRef90_C7G869	156.4737973574
UniRef90_C7G869|g__Roseburia.s__Roseburia_intestinalis	156.4737973574
UniRef90_C7G870	183.6724057228
UniRef90_C7G870|g__Roseburia.s__Roseburia_intestinalis	183.6724057228
UniRef90_C7G873	169.7852901609
UniRef90_C7G873|g__Roseburia.s__Roseburia_intestinalis	169.7852901609
UniRef90_C7G874	176.6180206189
UniRef90_C7G874|g__Roseburia.s__Roseburia_intestinalis	176.6180206189
UniRef90_C7G877	165.7313231855
UniRef90_C7G877|g__Roseburia.s__Roseburia_intestinalis	165.7313231855
UniRef90_C7G883	228.1919025664
UniRef90_C7G883|g__Roseburia.s__Roseburia_intestinalis	228.1919025664
UniRef90_C7G884	177.3446018859
UniRef90_C7G884|g__Roseburia.s__Roseburia_intestinalis	177.3446018859
UniRef90_C7G885	181.2289086033
UniRef90_C7G885|g__Roseburia.s__Roseburia_intestinalis	181.2289086033
UniRef90_C7G887	169.1601932141
UniRef90_C7G887|g__Roseburia.s__Roseburia_intestinalis	169.1601932141
UniRef90_C7G888	160.8684738922
UniRef90_C7G888|g__Roseburia.s__Roseburia_intestinalis	160.8684738922
UniRef90_C7G8A2	114.6630828439
UniRef90_C7G8A2|g__Roseburia.s__Roseburia_intestinalis	114.6630828439
UniRef90_C7G8A9	171.2277576092
UniRef90_C7G8A9|g__Roseburia.s__Roseburia_intestinalis	171.2277576092
UniRef90_C7G8B2	176.8974717955
UniRef90_C7G8B2|g__Roseburia.s__Roseburia_intestinalis	176.8974717955
UniRef90_C7G8B4	0
UniRef90_C7G8B4|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_C7G8C0	177.2399286262
UniRef90_C7G8C0|g__Roseburia.s__Roseburia_intestinalis	177.2399286262
UniRef90_C7G8D0	59.8621249985
UniRef90_C7G8D0|g__Roseburia.s__Roseburia_intestinalis	59.8621249985
UniRef90_C7G8D1	41.4020002754
UniRef90_C7G8D1|g__Roseburia.s__Roseburia_intestinalis	41.4020002754
UniRef90_C7G8G7	164.6510853751
UniRef90_C7G8G7|g__Roseburia.s__Roseburia_intestinalis	164.6510853751
UniRef90_C7G8H6	99.3259048307
UniRef90_C7G8H6|g__Roseburia.s__Roseburia_intestinalis	99.3259048307
UniRef90_C7G8I0	129.3329176755
UniRef90_C7G8I0|g__Roseburia.s__Roseburia_intestinalis	129.3329176755
UniRef90_C7G8I1	113.2906092536
UniRef90_C7G8I1|g__Roseburia.s__Roseburia_intestinalis	113.2906092536
UniRef90_C7G8I4	200.3573090381
UniRef90_C7G8I4|g__Roseburia.s__Roseburia_intestinalis	200.3573090381
UniRef90_C7G8I5	221.4435935424
UniRef90_C7G8I5|g__Roseburia.s__Roseburia_intestinalis	221.4435935424
UniRef90_C7G8I6	119.6109888954
UniRef90_C7G8I6|g__Roseburia.s__Roseburia_intestinalis	119.6109888954
UniRef90_C7G8K6	130.2171925078
UniRef90_C7G8K6|g__Roseburia.s__Roseburia_intestinalis	130.2171925078
UniRef90_C7G8L0	113.8044211548
UniRef90_C7G8L0|g__Roseburia.s__Roseburia_intestinalis	113.8044211548
UniRef90_C7G8L3	66.5661815531
UniRef90_C7G8L3|g__Roseburia.s__Roseburia_intestinalis	66.5661815531
UniRef90_C7G8L8	157.0389828684
UniRef90_C7G8L8|g__Roseburia.s__Roseburia_intestinalis	157.0389828684
UniRef90_C7G8L9	162.2202588127
UniRef90_C7G8L9|g__Roseburia.s__Roseburia_intestinalis	162.2202588127
UniRef90_C7G8N0	166.6059727594
UniRef90_C7G8N0|g__Roseburia.s__Roseburia_intestinalis	166.6059727594
UniRef90_C7G8N8	854.6212559370
UniRef90_C7G8N8|g__Roseburia.s__Roseburia_intestinalis	854.6212559370
UniRef90_C7G8P3	127.4001652293
UniRef90_C7G8P3|g__Roseburia.s__Roseburia_intestinalis	127.4001652293
UniRef90_C7G8Q2	42.4884055524
UniRef90_C7G8Q2|g__Roseburia.s__Roseburia_intestinalis	42.4884055524
UniRef90_C7G8R1	19.0727823557
UniRef90_C7G8R1|g__Roseburia.s__Roseburia_intestinalis	19.0727823557
UniRef90_C7G8R8	296.2211631383
UniRef90_C7G8R8|g__Roseburia.s__Roseburia_intestinalis	225.4951222338
UniRef90_C7G8R8|unclassified	70.7260409045
UniRef90_C7G8T0	170.8102143488
UniRef90_C7G8T0|g__Roseburia.s__Roseburia_intestinalis	170.8102143488
UniRef90_C7G8T3	187.2405037378
UniRef90_C7G8T3|g__Roseburia.s__Roseburia_intestinalis	165.7183295674
UniRef90_C7G8T3|unclassified	21.5221741704
UniRef90_C7G8U7	159.6008992384
UniRef90_C7G8U7|g__Roseburia.s__Roseburia_intestinalis	159.6008992384
UniRef90_C7G8V6	190.5133267961
UniRef90_C7G8V6|g__Roseburia.s__Roseburia_intestinalis	190.5133267961
UniRef90_C7G8W4	191.0638618444
UniRef90_C7G8W4|g__Roseburia.s__Roseburia_intestinalis	191.0638618444
UniRef90_C7G8X1	173.0003376951
UniRef90_C7G8X1|g__Roseburia.s__Roseburia_intestinalis	173.0003376951
UniRef90_C7G8X3	203.8799626408
UniRef90_C7G8X3|g__Roseburia.s__Roseburia_intestinalis	203.8799626408
UniRef90_C7G8X9	1225.5647130647
UniRef90_C7G8X9|g__Roseburia.s__Roseburia_intestinalis	1225.5647130647
UniRef90_C7G8Y7	104.4990015928
UniRef90_C7G8Y7|g__Roseburia.s__Roseburia_intestinalis	104.4990015928
UniRef90_C7G922	38.4615384615
UniRef90_C7G922|g__Roseburia.s__Roseburia_intestinalis	38.4615384615
UniRef90_C7G949	189.0128900814
UniRef90_C7G949|g__Roseburia.s__Roseburia_intestinalis	189.0128900814
UniRef90_C7G950	225.6791588678
UniRef90_C7G950|g__Roseburia.s__Roseburia_intestinalis	225.6791588678
UniRef90_C7G959	8.6956521739
UniRef90_C7G959|unclassified	8.6956521739
UniRef90_C7G960	180.3426182897
UniRef90_C7G960|g__Roseburia.s__Roseburia_intestinalis	180.3426182897
UniRef90_C7G962	186.5848018626
UniRef90_C7G962|g__Roseburia.s__Roseburia_intestinalis	186.5848018626
UniRef90_C7G972	242.8319019157
UniRef90_C7G972|g__Roseburia.s__Roseburia_intestinalis	242.8319019157
UniRef90_C7G984	143.3138872216
UniRef90_C7G984|g__Roseburia.s__Roseburia_intestinalis	80.1282051282
UniRef90_C7G984|unclassified	63.1856820934
UniRef90_C7G9A3	95.0049728047
UniRef90_C7G9A3|g__Roseburia.s__Roseburia_intestinalis	95.0049728047
UniRef90_C7G9A6	188.3263028073
UniRef90_C7G9A6|g__Roseburia.s__Roseburia_intestinalis	188.3263028073
UniRef90_C7G9C2	141.7823856152
UniRef90_C7G9C2|g__Roseburia.s__Roseburia_intestinalis	141.7823856152
UniRef90_C7G9C9	144.8945553963
UniRef90_C7G9C9|g__Roseburia.s__Roseburia_intestinalis	144.8945553963
UniRef90_C7G9H6	123.7233506792
UniRef90_C7G9H6|g__Roseburia.s__Roseburia_intestinalis	123.7233506792
UniRef90_C7G9I7	178.9800656126
UniRef90_C7G9I7|g__Roseburia.s__Roseburia_intestinalis	178.9800656126
UniRef90_C7G9K1	113.3566323501
UniRef90_C7G9K1|g__Roseburia.s__Roseburia_intestinalis	113.3566323501
UniRef90_C7G9K6	175.2597762391
UniRef90_C7G9K6|g__Roseburia.s__Roseburia_intestinalis	175.2597762391
UniRef90_C7G9K7	195.0368408772
UniRef90_C7G9K7|g__Roseburia.s__Roseburia_intestinalis	195.0368408772
UniRef90_C7G9L8	144.4513959158
UniRef90_C7G9L8|g__Roseburia.s__Roseburia_intestinalis	144.4513959158
UniRef90_C7G9M3	106.6327961482
UniRef90_C7G9M3|g__Roseburia.s__Roseburia_intestinalis	106.6327961482
UniRef90_C7G9M4	75.0504510843
UniRef90_C7G9M4|g__Roseburia.s__Roseburia_intestinalis	75.0504510843
UniRef90_C7G9N4	694.0439465362
UniRef90_C7G9N4|g__Roseburia.s__Roseburia_intestinalis	694.0439465362
UniRef90_C7G9N5	175.6866211224
UniRef90_C7G9N5|g__Roseburia.s__Roseburia_intestinalis	175.6866211224
UniRef90_C7G9P0	48.9177700245
UniRef90_C7G9P0|g__Roseburia.s__Roseburia_intestinalis	48.9177700245
UniRef90_C7G9P3	147.1648817921
UniRef90_C7G9P3|g__Roseburia.s__Roseburia_intestinalis	147.1648817921
UniRef90_C7G9P7	205.0542168704
UniRef90_C7G9P7|g__Roseburia.s__Roseburia_intestinalis	205.0542168704
UniRef90_C7G9P8	7.8740157480
UniRef90_C7G9P8|unclassified	7.8740157480
UniRef90_C7G9Q2	146.0297140481
UniRef90_C7G9Q2|g__Roseburia.s__Roseburia_intestinalis	146.0297140481
UniRef90_C7G9R2	247.2312205932
UniRef90_C7G9R2|g__Roseburia.s__Roseburia_intestinalis	247.2312205932
UniRef90_C7G9T4	156.1888076650
UniRef90_C7G9T4|g__Roseburia.s__Roseburia_intestinalis	156.1888076650
UniRef90_C7G9T8	550.4257927614
UniRef90_C7G9T8|g__Roseburia.s__Roseburia_intestinalis	550.4257927614
UniRef90_C7G9T8|unclassified	0
UniRef90_C7G9T9	162.1059179949
UniRef90_C7G9T9|g__Roseburia.s__Roseburia_intestinalis	142.1488233518
UniRef90_C7G9T9|unclassified	19.9570946431
UniRef90_C7G9U0	177.1747379108
UniRef90_C7G9U0|g__Roseburia.s__Roseburia_intestinalis	177.1747379108
UniRef90_C7G9U2	152.0933975814
UniRef90_C7G9U2|g__Roseburia.s__Roseburia_intestinalis	152.0933975814
UniRef90_C7G9V0	203.4244669066
UniRef90_C7G9V0|g__Roseburia.s__Roseburia_intestinalis	203.4244669066
UniRef90_C7G9V3	91.4571832737
UniRef90_C7G9V3|g__Roseburia.s__Roseburia_intestinalis	91.4571832737
UniRef90_C7G9V4	67.5673767436
UniRef90_C7G9V4|g__Roseburia.s__Roseburia_intestinalis	67.5673767436
UniRef90_C7G9W0	244.0204612021
UniRef90_C7G9W0|g__Roseburia.s__Roseburia_intestinalis	244.0204612021
UniRef90_C7G9W5	1194.4444444444
UniRef90_C7G9W5|g__Roseburia.s__Roseburia_intestinalis	1194.4444444444
UniRef90_C7G9Y6	26.4550232727
UniRef90_C7G9Y6|g__Roseburia.s__Roseburia_intestinalis	26.4550232727
UniRef90_C7G9Y9	207.5738332799
UniRef90_C7G9Y9|g__Roseburia.s__Roseburia_intestinalis	207.5738332799
UniRef90_C7G9Z2	27.1677165686
UniRef90_C7G9Z2|g__Roseburia.s__Roseburia_intestinalis	27.1677165686
UniRef90_C7G9Z3	51.3283427734
UniRef90_C7G9Z3|g__Roseburia.s__Roseburia_intestinalis	51.3283427734
UniRef90_C7GA02	183.0585595067
UniRef90_C7GA02|g__Roseburia.s__Roseburia_intestinalis	183.0585595067
UniRef90_C7GA07	58.8161975015
UniRef90_C7GA07|g__Roseburia.s__Roseburia_intestinalis	58.8161975015
UniRef90_C7GA08	198.8386480544
UniRef90_C7GA08|g__Roseburia.s__Roseburia_intestinalis	198.8386480544
UniRef90_C7GA09	35.7142857143
UniRef90_C7GA09|g__Roseburia.s__Roseburia_intestinalis	35.7142857143
UniRef90_C7GA11	82.6423592949
UniRef90_C7GA11|g__Roseburia.s__Roseburia_intestinalis	82.6423592949
UniRef90_C7GA13	1644.9959127354
UniRef90_C7GA13|g__Roseburia.s__Roseburia_intestinalis	1626.8136493136
UniRef90_C7GA13|unclassified	18.1822634218
UniRef90_C7GA18	8.0645161290
UniRef90_C7GA18|unclassified	8.0645161290
UniRef90_C7GA19	68.0192907786
UniRef90_C7GA19|g__Roseburia.s__Roseburia_intestinalis	68.0192907786
UniRef90_C7GA20	129.8636151492
UniRef90_C7GA20|g__Roseburia.s__Roseburia_intestinalis	129.8636151492
UniRef90_C7GA22	198.0158819923
UniRef90_C7GA22|g__Roseburia.s__Roseburia_intestinalis	198.0158819923
UniRef90_C7GA23	43.4782608696
UniRef90_C7GA23|g__Roseburia.s__Roseburia_intestinalis	43.4782608696
UniRef90_C7GA28	67.0533987786
UniRef90_C7GA28|g__Roseburia.s__Roseburia_intestinalis	67.0533987786
UniRef90_C7GA30	1016.5922841481
UniRef90_C7GA30|g__Roseburia.s__Roseburia_intestinalis	1016.5922841481
UniRef90_C7GA32	51.4742713851
UniRef90_C7GA32|g__Roseburia.s__Roseburia_intestinalis	51.4742713851
UniRef90_C7GA33	0
UniRef90_C7GA33|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_C7GA44	0
UniRef90_C7GA44|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_C7GA46	163.1137101834
UniRef90_C7GA46|g__Roseburia.s__Roseburia_intestinalis	163.1137101834
UniRef90_C7GA57	168.0722362715
UniRef90_C7GA57|g__Roseburia.s__Roseburia_intestinalis	168.0722362715
UniRef90_C7GA60	369.1158136331
UniRef90_C7GA60|g__Roseburia.s__Roseburia_intestinalis	364.5703590876
UniRef90_C7GA60|unclassified	4.5454545455
UniRef90_C7GA61	84.3396073292
UniRef90_C7GA61|g__Roseburia.s__Roseburia_intestinalis	84.3396073292
UniRef90_C7GA70	59.8786144838
UniRef90_C7GA70|g__Roseburia.s__Roseburia_intestinalis	52.7610866216
UniRef90_C7GA70|unclassified	7.1175278622
UniRef90_C7GA72	120.5286420702
UniRef90_C7GA72|g__Roseburia.s__Roseburia_intestinalis	120.5286420702
UniRef90_C7GA73	318.9159280247
UniRef90_C7GA73|g__Roseburia.s__Roseburia_intestinalis	318.9159280247
UniRef90_C7GA77	167.6353149928
UniRef90_C7GA77|g__Roseburia.s__Roseburia_intestinalis	167.6353149928
UniRef90_C7GA83	50.0000000000
UniRef90_C7GA83|g__Roseburia.s__Roseburia_intestinalis	50.0000000000
UniRef90_C7GA84	59.6543004497
UniRef90_C7GA84|g__Roseburia.s__Roseburia_intestinalis	59.6543004497
UniRef90_C7GA87	230.3548725812
UniRef90_C7GA87|g__Roseburia.s__Roseburia_intestinalis	230.3548725812
UniRef90_C7GA90	212.8693115066
UniRef90_C7GA90|g__Roseburia.s__Roseburia_intestinalis	212.8693115066
UniRef90_C7GA91	266.1363555347
UniRef90_C7GA91|g__Roseburia.s__Roseburia_intestinalis	266.1363555347
UniRef90_C7GA93	438.1202924678
UniRef90_C7GA93|g__Roseburia.s__Roseburia_intestinalis	438.1202924678
UniRef90_C7GA98	182.2073379952
UniRef90_C7GA98|g__Roseburia.s__Roseburia_intestinalis	182.2073379952
UniRef90_C7GAA0	756.7044386326
UniRef90_C7GAA0|g__Roseburia.s__Roseburia_intestinalis	756.7044386326
UniRef90_C7GAA1	34.9346645048
UniRef90_C7GAA1|g__Roseburia.s__Roseburia_intestinalis	34.9346645048
UniRef90_C7GAA2	26.1849450924
UniRef90_C7GAA2|g__Roseburia.s__Roseburia_intestinalis	26.1849450924
UniRef90_C7GAC4	218.4761013344
UniRef90_C7GAC4|g__Roseburia.s__Roseburia_intestinalis	218.4761013344
UniRef90_C7GAD3	157.4431856309
UniRef90_C7GAD3|g__Roseburia.s__Roseburia_intestinalis	53.0247198436
UniRef90_C7GAD3|unclassified	104.4184657873
UniRef90_C7GAE0	569.3732631606
UniRef90_C7GAE0|g__Roseburia.s__Roseburia_intestinalis	569.3732631606
UniRef90_C7GAE7	55.3569263962
UniRef90_C7GAE7|g__Roseburia.s__Roseburia_intestinalis	55.3569263962
UniRef90_C7GAG1	163.0142377351
UniRef90_C7GAG1|g__Roseburia.s__Roseburia_intestinalis	163.0142377351
UniRef90_C7GAH6	173.8305308725
UniRef90_C7GAH6|g__Roseburia.s__Roseburia_intestinalis	173.8305308725
UniRef90_C7GAI9	160.3456910222
UniRef90_C7GAI9|g__Roseburia.s__Roseburia_intestinalis	160.3456910222
UniRef90_C7GAJ5	139.8189744093
UniRef90_C7GAJ5|g__Roseburia.s__Roseburia_intestinalis	139.8189744093
UniRef90_C7GAK9	43.4233363142
UniRef90_C7GAK9|g__Roseburia.s__Roseburia_intestinalis	29.0484027013
UniRef90_C7GAK9|unclassified	14.3749336129
UniRef90_C7GAM6	119.0297767382
UniRef90_C7GAM6|g__Roseburia.s__Roseburia_intestinalis	119.0297767382
UniRef90_C7GAP1	181.4548962598
UniRef90_C7GAP1|g__Roseburia.s__Roseburia_intestinalis	181.4548962598
UniRef90_C7GAP3	155.8255732971
UniRef90_C7GAP3|g__Roseburia.s__Roseburia_intestinalis	155.8255732971
UniRef90_C7GAT3	274.6590979646
UniRef90_C7GAT3|g__Roseburia.s__Roseburia_intestinalis	274.6590979646
UniRef90_C7GAT4	82.7125347930
UniRef90_C7GAT4|g__Roseburia.s__Roseburia_intestinalis	82.7125347930
UniRef90_C7GAW3	249.7098567855
UniRef90_C7GAW3|g__Roseburia.s__Roseburia_intestinalis	249.7098567855
UniRef90_C7GAX1	174.7790448471
UniRef90_C7GAX1|g__Roseburia.s__Roseburia_intestinalis	174.7790448471
UniRef90_C7GAX2	183.7031168518
UniRef90_C7GAX2|g__Roseburia.s__Roseburia_intestinalis	183.7031168518
UniRef90_C7GAX9	265.6707655920
UniRef90_C7GAX9|g__Roseburia.s__Roseburia_intestinalis	236.6161333474
UniRef90_C7GAX9|unclassified	29.0546322446
UniRef90_C7GAY3	191.9582308135
UniRef90_C7GAY3|g__Roseburia.s__Roseburia_intestinalis	191.9582308135
UniRef90_C7GAY7	74.8953934034
UniRef90_C7GAY7|g__Roseburia.s__Roseburia_intestinalis	74.8953934034
UniRef90_C7GAY8	207.4974588722
UniRef90_C7GAY8|g__Roseburia.s__Roseburia_intestinalis	207.4974588722
UniRef90_C7GAZ1	192.7402525377
UniRef90_C7GAZ1|g__Roseburia.s__Roseburia_intestinalis	192.7402525377
UniRef90_C7GAZ9	176.9179894180
UniRef90_C7GAZ9|g__Roseburia.s__Roseburia_intestinalis	176.9179894180
UniRef90_C7GB05	169.6713546824
UniRef90_C7GB05|g__Roseburia.s__Roseburia_intestinalis	169.6713546824
UniRef90_C7GB06	0
UniRef90_C7GB06|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_C7GB10	175.0332542908
UniRef90_C7GB10|g__Roseburia.s__Roseburia_intestinalis	175.0332542908
UniRef90_C7GB14	154.7420816294
UniRef90_C7GB14|g__Roseburia.s__Roseburia_intestinalis	154.7420816294
UniRef90_C7GB15	436.2278133172
UniRef90_C7GB15|g__Roseburia.s__Roseburia_intestinalis	436.2278133172
UniRef90_C7GB22	138.3134999706
UniRef90_C7GB22|g__Roseburia.s__Roseburia_intestinalis	138.3134999706
UniRef90_C7GB25	121.8887327415
UniRef90_C7GB25|g__Roseburia.s__Roseburia_intestinalis	121.8887327415
UniRef90_C7GB27	124.8617747834
UniRef90_C7GB27|g__Roseburia.s__Roseburia_intestinalis	124.8617747834
UniRef90_C7GB39	913.8101664417
UniRef90_C7GB39|g__Roseburia.s__Roseburia_intestinalis	913.8101664417
UniRef90_C7GB41	212.1965221579
UniRef90_C7GB41|g__Roseburia.s__Roseburia_intestinalis	212.1965221579
UniRef90_C7GB43	142.6839161773
UniRef90_C7GB43|g__Roseburia.s__Roseburia_intestinalis	142.6839161773
UniRef90_C7GBA2	230.1224980337
UniRef90_C7GBA2|g__Roseburia.s__Roseburia_intestinalis	230.1224980337
UniRef90_C7GBA8	40.2799209419
UniRef90_C7GBA8|g__Roseburia.s__Roseburia_intestinalis	40.2799209419
UniRef90_C7GBB3	43.7712926988
UniRef90_C7GBB3|g__Roseburia.s__Roseburia_intestinalis	43.7712926988
UniRef90_C7GBB8	212.3054507621
UniRef90_C7GBB8|g__Roseburia.s__Roseburia_intestinalis	212.3054507621
UniRef90_C7GBJ2	250.8089893985
UniRef90_C7GBJ2|g__Roseburia.s__Roseburia_intestinalis	250.8089893985
UniRef90_C7GBJ8	215.9033356251
UniRef90_C7GBJ8|g__Roseburia.s__Roseburia_intestinalis	215.9033356251
UniRef90_C7GBK0	41.6666666667
UniRef90_C7GBK0|g__Roseburia.s__Roseburia_intestinalis	41.6666666667
UniRef90_C7GBQ0	231.7730764151
UniRef90_C7GBQ0|g__Roseburia.s__Roseburia_intestinalis	231.7730764151
UniRef90_C7GBQ2	181.2018684778
UniRef90_C7GBQ2|g__Roseburia.s__Roseburia_intestinalis	181.2018684778
UniRef90_C7GBR2	67.2083381633
UniRef90_C7GBR2|g__Roseburia.s__Roseburia_intestinalis	67.2083381633
UniRef90_C7GBT4	183.6051426128
UniRef90_C7GBT4|g__Roseburia.s__Roseburia_intestinalis	183.6051426128
